filename,target_emotion,target_class,pred_emotion,pred_class,target_prob,passed_gate
angry_00082.png,angry,0,fear,2,0.2297,False
angry_00083.png,angry,0,surprise,5,0.2254,False
angry_00084.png,angry,0,angry,0,0.9236,True
angry_00085.png,angry,0,sad,4,0.0592,False
angry_00086.png,angry,0,fear,2,0.1109,False
angry_00087.png,angry,0,angry,0,0.4393,True
angry_00088.png,angry,0,neutral,6,0.1561,False
angry_00089.png,angry,0,fear,2,0.0579,False
angry_00090.png,angry,0,neutral,6,0.0807,False
angry_00091.png,angry,0,angry,0,0.7959,True
angry_00092.png,angry,0,fear,2,0.1376,False
angry_00093.png,angry,0,neutral,6,0.2889,True
angry_00094.png,angry,0,neutral,6,0.096,False
angry_00095.png,angry,0,neutral,6,0.0292,False
angry_00096.png,angry,0,sad,4,0.1669,False
angry_00097.png,angry,0,neutral,6,0.0996,False
angry_00098.png,angry,0,happy,3,0.131,False
angry_00099.png,angry,0,neutral,6,0.1516,False
angry_00100.png,angry,0,angry,0,0.2827,True
angry_00101.png,angry,0,neutral,6,0.0837,False
angry_00102.png,angry,0,angry,0,0.5415,True
angry_00103.png,angry,0,disgust,1,0.4281,True
angry_00104.png,angry,0,angry,0,0.4961,True
angry_00105.png,angry,0,sad,4,0.1625,False
angry_00106.png,angry,0,angry,0,0.3582,True
angry_00107.png,angry,0,neutral,6,0.1497,False
angry_00108.png,angry,0,fear,2,0.1204,False
angry_00109.png,angry,0,angry,0,0.7809,True
angry_00110.png,angry,0,neutral,6,0.021,False
angry_00111.png,angry,0,angry,0,0.4615,True
angry_00112.png,angry,0,neutral,6,0.098,False
angry_00113.png,angry,0,angry,0,0.6055,True
angry_00114.png,angry,0,happy,3,0.059,False
angry_00115.png,angry,0,angry,0,0.7353,True
angry_00116.png,angry,0,surprise,5,0.0398,False
angry_00117.png,angry,0,sad,4,0.0987,False
angry_00118.png,angry,0,angry,0,0.3619,True
angry_00119.png,angry,0,angry,0,0.7184,True
angry_00120.png,angry,0,sad,4,0.2776,True
angry_00121.png,angry,0,angry,0,0.3729,True
angry_00122.png,angry,0,neutral,6,0.3094,True
angry_00123.png,angry,0,neutral,6,0.2161,False
angry_00124.png,angry,0,angry,0,0.4001,True
angry_00125.png,angry,0,neutral,6,0.0533,False
angry_00126.png,angry,0,angry,0,0.6767,True
angry_00127.png,angry,0,neutral,6,0.33,True
angry_00128.png,angry,0,angry,0,0.3023,True
angry_00129.png,angry,0,fear,2,0.2237,False
angry_00130.png,angry,0,angry,0,0.2372,True
angry_00131.png,angry,0,neutral,6,0.2302,False
angry_00132.png,angry,0,angry,0,0.55,True
angry_00133.png,angry,0,angry,0,0.2618,True
angry_00134.png,angry,0,neutral,6,0.2216,False
angry_00135.png,angry,0,angry,0,0.4268,True
angry_00136.png,angry,0,angry,0,0.4838,True
angry_00137.png,angry,0,neutral,6,0.0379,False
angry_00138.png,angry,0,angry,0,0.4998,True
angry_00139.png,angry,0,neutral,6,0.3127,True
angry_00140.png,angry,0,neutral,6,0.1632,False
angry_00141.png,angry,0,fear,2,0.0512,False
angry_00142.png,angry,0,neutral,6,0.1738,False
angry_00143.png,angry,0,angry,0,0.7756,True
angry_00144.png,angry,0,fear,2,0.1061,False
angry_00145.png,angry,0,fear,2,0.0473,False
angry_00146.png,angry,0,angry,0,0.7648,True
angry_00147.png,angry,0,neutral,6,0.0294,False
angry_00148.png,angry,0,angry,0,0.439,True
angry_00149.png,angry,0,angry,0,0.438,True
angry_00150.png,angry,0,angry,0,0.6802,True
angry_00151.png,angry,0,angry,0,0.7038,True
angry_00152.png,angry,0,fear,2,0.142,False
angry_00153.png,angry,0,disgust,1,0.0157,False
angry_00154.png,angry,0,neutral,6,0.1915,False
angry_00155.png,angry,0,neutral,6,0.2725,True
angry_00156.png,angry,0,neutral,6,0.2791,True
angry_00157.png,angry,0,disgust,1,0.2512,True
angry_00158.png,angry,0,neutral,6,0.0631,False
angry_00159.png,angry,0,angry,0,0.4924,True
angry_00160.png,angry,0,angry,0,0.5974,True
angry_00161.png,angry,0,angry,0,0.6852,True
angry_00162.png,angry,0,neutral,6,0.0598,False
angry_00163.png,angry,0,angry,0,0.4042,True
angry_00164.png,angry,0,neutral,6,0.2453,False
angry_00165.png,angry,0,angry,0,0.9308,True
angry_00166.png,angry,0,fear,2,0.2842,True
angry_00167.png,angry,0,angry,0,0.5991,True
angry_00168.png,angry,0,neutral,6,0.3078,True
angry_00169.png,angry,0,angry,0,0.9152,True
angry_00170.png,angry,0,neutral,6,0.064,False
angry_00171.png,angry,0,disgust,1,0.0708,False
angry_00172.png,angry,0,disgust,1,0.3375,True
angry_00173.png,angry,0,neutral,6,0.1881,False
angry_00174.png,angry,0,angry,0,0.5008,True
angry_00175.png,angry,0,angry,0,0.3787,True
angry_00176.png,angry,0,neutral,6,0.0975,False
angry_00177.png,angry,0,neutral,6,0.1113,False
angry_00178.png,angry,0,angry,0,0.4402,True
angry_00179.png,angry,0,neutral,6,0.3006,True
angry_00180.png,angry,0,neutral,6,0.1731,False
angry_00181.png,angry,0,angry,0,0.4278,True
angry_00182.png,angry,0,sad,4,0.1803,False
angry_00183.png,angry,0,fear,2,0.2034,False
angry_00184.png,angry,0,angry,0,0.7615,True
angry_00185.png,angry,0,angry,0,0.4325,True
angry_00186.png,angry,0,neutral,6,0.0976,False
angry_00187.png,angry,0,sad,4,0.0872,False
angry_00188.png,angry,0,angry,0,0.8396,True
angry_00189.png,angry,0,neutral,6,0.1628,False
angry_00190.png,angry,0,neutral,6,0.1039,False
angry_00191.png,angry,0,angry,0,0.4047,True
angry_00192.png,angry,0,neutral,6,0.1529,False
angry_00193.png,angry,0,sad,4,0.2296,False
angry_00194.png,angry,0,angry,0,0.6068,True
angry_00195.png,angry,0,angry,0,0.5294,True
angry_00196.png,angry,0,angry,0,0.5804,True
angry_00197.png,angry,0,neutral,6,0.0898,False
angry_00198.png,angry,0,angry,0,0.3573,True
angry_00199.png,angry,0,angry,0,0.659,True
angry_00200.png,angry,0,angry,0,0.5156,True
angry_00201.png,angry,0,angry,0,0.7076,True
angry_00202.png,angry,0,neutral,6,0.1286,False
angry_00203.png,angry,0,neutral,6,0.1705,False
angry_00204.png,angry,0,angry,0,0.3303,True
angry_00205.png,angry,0,neutral,6,0.2302,False
angry_00206.png,angry,0,angry,0,0.4574,True
angry_00207.png,angry,0,fear,2,0.0835,False
angry_00208.png,angry,0,neutral,6,0.0815,False
angry_00209.png,angry,0,angry,0,0.4285,True
angry_00210.png,angry,0,angry,0,0.6122,True
angry_00211.png,angry,0,fear,2,0.228,False
angry_00212.png,angry,0,neutral,6,0.2809,True
angry_00213.png,angry,0,neutral,6,0.0526,False
angry_00214.png,angry,0,angry,0,0.8057,True
angry_00215.png,angry,0,neutral,6,0.2598,True
angry_00216.png,angry,0,neutral,6,0.0487,False
angry_00217.png,angry,0,angry,0,0.4876,True
angry_00218.png,angry,0,angry,0,0.7229,True
angry_00219.png,angry,0,angry,0,0.5476,True
angry_00220.png,angry,0,angry,0,0.4353,True
angry_00221.png,angry,0,angry,0,0.4024,True
angry_00222.png,angry,0,neutral,6,0.1151,False
angry_00223.png,angry,0,angry,0,0.4195,True
angry_00224.png,angry,0,neutral,6,0.0743,False
angry_00225.png,angry,0,angry,0,0.3653,True
angry_00226.png,angry,0,angry,0,0.4062,True
angry_00227.png,angry,0,angry,0,0.7166,True
angry_00228.png,angry,0,neutral,6,0.0386,False
angry_00229.png,angry,0,angry,0,0.6716,True
angry_00230.png,angry,0,neutral,6,0.2356,False
angry_00231.png,angry,0,angry,0,0.8074,True
angry_00232.png,angry,0,neutral,6,0.402,True
angry_00234.png,angry,0,angry,0,0.466,True
angry_00235.png,angry,0,neutral,6,0.0742,False
angry_00236.png,angry,0,angry,0,0.5296,True
angry_00237.png,angry,0,neutral,6,0.2178,False
angry_00238.png,angry,0,neutral,6,0.2114,False
angry_00239.png,angry,0,angry,0,0.6451,True
angry_00240.png,angry,0,neutral,6,0.3405,True
angry_00241.png,angry,0,angry,0,0.728,True
angry_00242.png,angry,0,disgust,1,0.0731,False
angry_00243.png,angry,0,angry,0,0.6699,True
angry_00244.png,angry,0,neutral,6,0.218,False
angry_00245.png,angry,0,neutral,6,0.1987,False
angry_00246.png,angry,0,happy,3,0.1187,False
angry_00247.png,angry,0,angry,0,0.6308,True
angry_00248.png,angry,0,neutral,6,0.0952,False
angry_00249.png,angry,0,neutral,6,0.1182,False
angry_00250.png,angry,0,neutral,6,0.1532,False
angry_00251.png,angry,0,neutral,6,0.0479,False
angry_00252.png,angry,0,angry,0,0.8181,True
angry_00253.png,angry,0,neutral,6,0.2598,True
angry_00254.png,angry,0,neutral,6,0.2334,False
angry_00255.png,angry,0,happy,3,0.3016,True
angry_00256.png,angry,0,angry,0,0.4371,True
angry_00257.png,angry,0,happy,3,0.0228,False
angry_00258.png,angry,0,neutral,6,0.2287,False
angry_00259.png,angry,0,disgust,1,0.0362,False
angry_00260.png,angry,0,neutral,6,0.1894,False
angry_00261.png,angry,0,neutral,6,0.1023,False
angry_00262.png,angry,0,angry,0,0.535,True
angry_00263.png,angry,0,sad,4,0.1463,False
angry_00264.png,angry,0,neutral,6,0.1289,False
angry_00265.png,angry,0,happy,3,0.1781,False
angry_00266.png,angry,0,neutral,6,0.2783,True
angry_00267.png,angry,0,angry,0,0.6369,True
angry_00268.png,angry,0,neutral,6,0.2129,False
angry_00269.png,angry,0,neutral,6,0.0787,False
angry_00270.png,angry,0,neutral,6,0.2507,True
angry_00271.png,angry,0,neutral,6,0.1511,False
angry_00272.png,angry,0,angry,0,0.5266,True
angry_00273.png,angry,0,surprise,5,0.0961,False
angry_00274.png,angry,0,angry,0,0.6089,True
angry_00275.png,angry,0,neutral,6,0.0535,False
angry_00276.png,angry,0,angry,0,0.6688,True
angry_00277.png,angry,0,angry,0,0.7516,True
angry_00278.png,angry,0,neutral,6,0.3382,True
angry_00279.png,angry,0,neutral,6,0.1251,False
angry_00280.png,angry,0,fear,2,0.1638,False
angry_00281.png,angry,0,neutral,6,0.2993,True
angry_00282.png,angry,0,fear,2,0.1498,False
angry_00283.png,angry,0,sad,4,0.1155,False
angry_00284.png,angry,0,neutral,6,0.3056,True
angry_00285.png,angry,0,neutral,6,0.1466,False
angry_00286.png,angry,0,neutral,6,0.2334,False
angry_00287.png,angry,0,neutral,6,0.1977,False
angry_00288.png,angry,0,fear,2,0.2905,True
angry_00289.png,angry,0,angry,0,0.4277,True
angry_00290.png,angry,0,angry,0,0.5291,True
angry_00291.png,angry,0,neutral,6,0.2898,True
angry_00292.png,angry,0,angry,0,0.5411,True
angry_00293.png,angry,0,angry,0,0.5044,True
angry_00294.png,angry,0,angry,0,0.4357,True
angry_00295.png,angry,0,neutral,6,0.1052,False
angry_00296.png,angry,0,angry,0,0.5647,True
angry_00297.png,angry,0,angry,0,0.5525,True
angry_00298.png,angry,0,angry,0,0.8059,True
angry_00299.png,angry,0,neutral,6,0.1375,False
angry_00300.png,angry,0,neutral,6,0.2415,False
angry_00301.png,angry,0,neutral,6,0.2359,False
angry_00302.png,angry,0,sad,4,0.0922,False
angry_00303.png,angry,0,neutral,6,0.0558,False
angry_00304.png,angry,0,neutral,6,0.1504,False
angry_00305.png,angry,0,neutral,6,0.1122,False
angry_00306.png,angry,0,sad,4,0.1122,False
angry_00307.png,angry,0,angry,0,0.6447,True
angry_00308.png,angry,0,surprise,5,0.1661,False
angry_00309.png,angry,0,neutral,6,0.27,True
angry_00310.png,angry,0,neutral,6,0.3344,True
angry_00311.png,angry,0,angry,0,0.5613,True
angry_00312.png,angry,0,neutral,6,0.2621,True
angry_00313.png,angry,0,angry,0,0.4575,True
angry_00314.png,angry,0,angry,0,0.4041,True
angry_00315.png,angry,0,happy,3,0.3005,True
angry_00316.png,angry,0,happy,3,0.0335,False
angry_00317.png,angry,0,neutral,6,0.2253,False
angry_00318.png,angry,0,neutral,6,0.2166,False
angry_00319.png,angry,0,neutral,6,0.2516,True
angry_00320.png,angry,0,angry,0,0.7349,True
angry_00321.png,angry,0,angry,0,0.4826,True
angry_00322.png,angry,0,angry,0,0.6268,True
angry_00323.png,angry,0,neutral,6,0.1344,False
angry_00324.png,angry,0,angry,0,0.5194,True
angry_00325.png,angry,0,sad,4,0.2123,False
angry_00326.png,angry,0,angry,0,0.5467,True
angry_00327.png,angry,0,neutral,6,0.1564,False
angry_00328.png,angry,0,neutral,6,0.0637,False
angry_00329.png,angry,0,angry,0,0.5425,True
angry_00330.png,angry,0,angry,0,0.5067,True
angry_00331.png,angry,0,angry,0,0.3342,True
angry_00332.png,angry,0,angry,0,0.4278,True
angry_00333.png,angry,0,angry,0,0.5456,True
angry_00334.png,angry,0,angry,0,0.5886,True
angry_00335.png,angry,0,fear,2,0.4712,True
angry_00336.png,angry,0,neutral,6,0.1659,False
angry_00337.png,angry,0,neutral,6,0.3369,True
angry_00338.png,angry,0,angry,0,0.6084,True
angry_00339.png,angry,0,neutral,6,0.2065,False
angry_00340.png,angry,0,angry,0,0.3304,True
angry_00341.png,angry,0,neutral,6,0.184,False
angry_00342.png,angry,0,angry,0,0.4742,True
angry_00343.png,angry,0,angry,0,0.5148,True
angry_00344.png,angry,0,neutral,6,0.0506,False
angry_00345.png,angry,0,angry,0,0.2797,True
angry_00346.png,angry,0,neutral,6,0.0507,False
angry_00347.png,angry,0,angry,0,0.3903,True
angry_00348.png,angry,0,angry,0,0.5641,True
angry_00349.png,angry,0,neutral,6,0.2254,False
angry_00350.png,angry,0,sad,4,0.1914,False
angry_00351.png,angry,0,neutral,6,0.2346,False
angry_00352.png,angry,0,angry,0,0.3941,True
angry_00353.png,angry,0,angry,0,0.5858,True
angry_00354.png,angry,0,neutral,6,0.1231,False
angry_00355.png,angry,0,neutral,6,0.0841,False
angry_00356.png,angry,0,surprise,5,0.0739,False
angry_00357.png,angry,0,sad,4,0.2528,True
angry_00358.png,angry,0,neutral,6,0.1128,False
angry_00359.png,angry,0,happy,3,0.0334,False
angry_00360.png,angry,0,angry,0,0.3881,True
angry_00361.png,angry,0,angry,0,0.5969,True
angry_00362.png,angry,0,disgust,1,0.2374,False
angry_00363.png,angry,0,disgust,1,0.1543,False
angry_00364.png,angry,0,angry,0,0.547,True
angry_00365.png,angry,0,neutral,6,0.1207,False
angry_00366.png,angry,0,neutral,6,0.1955,False
angry_00367.png,angry,0,neutral,6,0.2412,False
angry_00368.png,angry,0,angry,0,0.4868,True
angry_00369.png,angry,0,neutral,6,0.2291,False
angry_00370.png,angry,0,neutral,6,0.1894,False
angry_00371.png,angry,0,neutral,6,0.0272,False
angry_00372.png,angry,0,neutral,6,0.3118,True
angry_00373.png,angry,0,angry,0,0.3917,True
angry_00374.png,angry,0,angry,0,0.5218,True
angry_00375.png,angry,0,sad,4,0.2012,False
angry_00376.png,angry,0,angry,0,0.423,True
angry_00377.png,angry,0,sad,4,0.1538,False
angry_00378.png,angry,0,neutral,6,0.0585,False
angry_00379.png,angry,0,happy,3,0.0903,False
angry_00380.png,angry,0,neutral,6,0.2596,True
angry_00381.png,angry,0,angry,0,0.5085,True
angry_00382.png,angry,0,neutral,6,0.212,False
angry_00383.png,angry,0,neutral,6,0.1702,False
angry_00384.png,angry,0,neutral,6,0.1771,False
angry_00385.png,angry,0,fear,2,0.0314,False
angry_00386.png,angry,0,surprise,5,0.0191,False
angry_00387.png,angry,0,angry,0,0.4346,True
angry_00388.png,angry,0,neutral,6,0.0905,False
angry_00389.png,angry,0,angry,0,0.7762,True
angry_00390.png,angry,0,neutral,6,0.1245,False
angry_00391.png,angry,0,neutral,6,0.335,True
angry_00392.png,angry,0,neutral,6,0.1428,False
angry_00393.png,angry,0,angry,0,0.6903,True
angry_00394.png,angry,0,neutral,6,0.272,True
angry_00395.png,angry,0,angry,0,0.5266,True
angry_00396.png,angry,0,neutral,6,0.2605,True
angry_00397.png,angry,0,angry,0,0.7552,True
angry_00398.png,angry,0,fear,2,0.1818,False
angry_00399.png,angry,0,angry,0,0.4241,True
angry_00400.png,angry,0,angry,0,0.9377,True
angry_00401.png,angry,0,angry,0,0.6719,True
angry_00402.png,angry,0,disgust,1,0.1537,False
angry_00403.png,angry,0,neutral,6,0.1946,False
angry_00404.png,angry,0,angry,0,0.4727,True
angry_00405.png,angry,0,surprise,5,0.177,False
angry_00406.png,angry,0,neutral,6,0.1105,False
angry_00407.png,angry,0,neutral,6,0.0598,False
angry_00408.png,angry,0,angry,0,0.7554,True
angry_00409.png,angry,0,surprise,5,0.2123,False
angry_00410.png,angry,0,neutral,6,0.3479,True
angry_00411.png,angry,0,neutral,6,0.0437,False
angry_00412.png,angry,0,neutral,6,0.2565,True
angry_00413.png,angry,0,disgust,1,0.0597,False
angry_00414.png,angry,0,sad,4,0.1467,False
angry_00415.png,angry,0,surprise,5,0.3361,True
angry_00416.png,angry,0,happy,3,0.0202,False
angry_00417.png,angry,0,neutral,6,0.1855,False
angry_00418.png,angry,0,surprise,5,0.2334,False
angry_00419.png,angry,0,neutral,6,0.0457,False
angry_00420.png,angry,0,angry,0,0.7178,True
angry_00421.png,angry,0,neutral,6,0.0341,False
angry_00422.png,angry,0,angry,0,0.4328,True
angry_00423.png,angry,0,angry,0,0.5863,True
angry_00424.png,angry,0,angry,0,0.2793,True
angry_00425.png,angry,0,neutral,6,0.0511,False
angry_00426.png,angry,0,neutral,6,0.0609,False
angry_00427.png,angry,0,neutral,6,0.0481,False
angry_00428.png,angry,0,neutral,6,0.3125,True
angry_00429.png,angry,0,angry,0,0.5147,True
angry_00430.png,angry,0,neutral,6,0.1071,False
angry_00431.png,angry,0,neutral,6,0.1557,False
angry_00432.png,angry,0,neutral,6,0.2946,True
angry_00433.png,angry,0,angry,0,0.335,True
angry_00434.png,angry,0,neutral,6,0.1787,False
angry_00435.png,angry,0,neutral,6,0.2346,False
angry_00436.png,angry,0,neutral,6,0.3581,True
angry_00437.png,angry,0,neutral,6,0.2982,True
angry_00438.png,angry,0,neutral,6,0.0517,False
angry_00439.png,angry,0,angry,0,0.3685,True
angry_00440.png,angry,0,angry,0,0.4743,True
angry_00441.png,angry,0,angry,0,0.3078,True
angry_00442.png,angry,0,angry,0,0.441,True
angry_00444.png,angry,0,happy,3,0.0184,False
angry_00445.png,angry,0,neutral,6,0.2429,False
angry_00446.png,angry,0,surprise,5,0.2096,False
angry_00447.png,angry,0,angry,0,0.3965,True
angry_00448.png,angry,0,neutral,6,0.1578,False
angry_00449.png,angry,0,neutral,6,0.2245,False
angry_00450.png,angry,0,angry,0,0.7677,True
angry_00451.png,angry,0,angry,0,0.5662,True
angry_00452.png,angry,0,neutral,6,0.0427,False
angry_00453.png,angry,0,angry,0,0.5636,True
angry_00454.png,angry,0,angry,0,0.4302,True
angry_00455.png,angry,0,neutral,6,0.0751,False
angry_00456.png,angry,0,disgust,1,0.092,False
angry_00457.png,angry,0,neutral,6,0.173,False
angry_00458.png,angry,0,angry,0,0.5233,True
angry_00459.png,angry,0,angry,0,0.3311,True
angry_00460.png,angry,0,neutral,6,0.0565,False
angry_00461.png,angry,0,neutral,6,0.1772,False
angry_00462.png,angry,0,angry,0,0.3926,True
angry_00463.png,angry,0,neutral,6,0.0618,False
angry_00464.png,angry,0,angry,0,0.465,True
angry_00465.png,angry,0,angry,0,0.41,True
angry_00466.png,angry,0,neutral,6,0.2888,True
angry_00467.png,angry,0,neutral,6,0.1238,False
angry_00468.png,angry,0,neutral,6,0.3612,True
angry_00469.png,angry,0,angry,0,0.7743,True
angry_00470.png,angry,0,angry,0,0.4235,True
angry_00471.png,angry,0,angry,0,0.7515,True
angry_00472.png,angry,0,angry,0,0.4006,True
angry_00473.png,angry,0,angry,0,0.5287,True
angry_00474.png,angry,0,neutral,6,0.0768,False
angry_00475.png,angry,0,neutral,6,0.2212,False
angry_00476.png,angry,0,neutral,6,0.086,False
angry_00477.png,angry,0,neutral,6,0.2348,False
angry_00478.png,angry,0,neutral,6,0.0553,False
angry_00479.png,angry,0,surprise,5,0.1302,False
angry_00480.png,angry,0,sad,4,0.1597,False
angry_00481.png,angry,0,neutral,6,0.2741,True
angry_00482.png,angry,0,angry,0,0.467,True
angry_00483.png,angry,0,disgust,1,0.206,False
angry_00484.png,angry,0,neutral,6,0.1484,False
angry_00485.png,angry,0,angry,0,0.7021,True
angry_00486.png,angry,0,angry,0,0.5105,True
angry_00487.png,angry,0,neutral,6,0.1054,False
angry_00488.png,angry,0,fear,2,0.2398,False
angry_00489.png,angry,0,neutral,6,0.0575,False
angry_00490.png,angry,0,neutral,6,0.1472,False
angry_00491.png,angry,0,angry,0,0.4453,True
angry_00492.png,angry,0,angry,0,0.8358,True
angry_00493.png,angry,0,neutral,6,0.2375,False
angry_00494.png,angry,0,angry,0,0.3954,True
angry_00495.png,angry,0,neutral,6,0.2559,True
angry_00496.png,angry,0,neutral,6,0.224,False
angry_00497.png,angry,0,angry,0,0.4797,True
angry_00498.png,angry,0,neutral,6,0.1722,False
angry_00499.png,angry,0,neutral,6,0.2633,True
angry_00500.png,angry,0,angry,0,0.7033,True
angry_00501.png,angry,0,neutral,6,0.1106,False
angry_00502.png,angry,0,neutral,6,0.104,False
angry_00503.png,angry,0,angry,0,0.86,True
angry_00504.png,angry,0,fear,2,0.2796,True
angry_00505.png,angry,0,neutral,6,0.1861,False
angry_00506.png,angry,0,neutral,6,0.047,False
angry_00507.png,angry,0,neutral,6,0.0637,False
angry_00508.png,angry,0,neutral,6,0.1732,False
angry_00509.png,angry,0,neutral,6,0.1531,False
angry_00510.png,angry,0,angry,0,0.5981,True
angry_00511.png,angry,0,neutral,6,0.2597,True
angry_00512.png,angry,0,angry,0,0.7147,True
angry_00513.png,angry,0,disgust,1,0.0705,False
angry_00514.png,angry,0,neutral,6,0.1947,False
angry_00515.png,angry,0,angry,0,0.8934,True
angry_00516.png,angry,0,angry,0,0.595,True
angry_00517.png,angry,0,neutral,6,0.0748,False
angry_00518.png,angry,0,angry,0,0.4516,True
angry_00519.png,angry,0,angry,0,0.7495,True
angry_00520.png,angry,0,angry,0,0.5804,True
angry_00521.png,angry,0,angry,0,0.4992,True
angry_00522.png,angry,0,neutral,6,0.1513,False
angry_00523.png,angry,0,angry,0,0.5443,True
angry_00524.png,angry,0,neutral,6,0.0436,False
angry_00525.png,angry,0,fear,2,0.1098,False
angry_00526.png,angry,0,neutral,6,0.1015,False
angry_00527.png,angry,0,angry,0,0.4214,True
angry_00528.png,angry,0,neutral,6,0.2555,True
angry_00529.png,angry,0,surprise,5,0.0635,False
angry_00530.png,angry,0,angry,0,0.5991,True
angry_00531.png,angry,0,angry,0,0.3483,True
angry_00532.png,angry,0,neutral,6,0.2147,False
angry_00533.png,angry,0,neutral,6,0.2147,False
angry_00534.png,angry,0,angry,0,0.5239,True
angry_00535.png,angry,0,neutral,6,0.0976,False
angry_00536.png,angry,0,angry,0,0.5801,True
angry_00537.png,angry,0,angry,0,0.4795,True
angry_00538.png,angry,0,surprise,5,0.1353,False
angry_00539.png,angry,0,neutral,6,0.1122,False
angry_00540.png,angry,0,neutral,6,0.1285,False
angry_00541.png,angry,0,angry,0,0.3465,True
angry_00542.png,angry,0,angry,0,0.6242,True
angry_00543.png,angry,0,angry,0,0.6901,True
angry_00544.png,angry,0,angry,0,0.4258,True
angry_00545.png,angry,0,angry,0,0.5964,True
angry_00546.png,angry,0,fear,2,0.3485,True
angry_00547.png,angry,0,angry,0,0.5796,True
angry_00548.png,angry,0,angry,0,0.7433,True
angry_00549.png,angry,0,neutral,6,0.3038,True
