file,original_label,teacher_pred_class,teacher_happy_prob,teacher_confidence,top2_predictions,retained,filter_reason
happy_cand_00061.png,happy,neutral,0.0993,0.344,"neutral(0.34), sad(0.20)",False,Teacher predicted 'neutral' (0.344)
happy_cand_00062.png,happy,neutral,0.1324,0.734,"neutral(0.73), happy(0.13)",False,Teacher predicted 'neutral' (0.734)
happy_cand_00063.png,happy,happy,0.8025,0.8025,"happy(0.80), disgust(0.07)",True,Accepted
happy_cand_00064.png,happy,happy,0.4028,0.4028,"happy(0.40), neutral(0.37)",False,Low Happy probability (0.403 < 0.7)
happy_cand_00065.png,happy,happy,0.8664,0.8664,"happy(0.87), disgust(0.07)",True,Accepted
happy_cand_00066.png,happy,happy,0.5117,0.5117,"happy(0.51), neutral(0.25)",False,Low Happy probability (0.512 < 0.7)
happy_cand_00067.png,happy,happy,0.2656,0.2656,"happy(0.27), neutral(0.23)",False,Low Happy probability (0.266 < 0.7)
happy_cand_00069.png,happy,neutral,0.188,0.4372,"neutral(0.44), happy(0.19)",False,Teacher predicted 'neutral' (0.437)
happy_cand_00070.png,happy,happy,0.8235,0.8235,"happy(0.82), disgust(0.07)",True,Accepted
happy_cand_00071.png,happy,happy,0.2587,0.2587,"happy(0.26), sad(0.25)",False,Low Happy probability (0.259 < 0.7)
happy_cand_00072.png,happy,happy,0.6695,0.6695,"happy(0.67), neutral(0.10)",False,Low Happy probability (0.670 < 0.7)
happy_cand_00073.png,happy,happy,0.3739,0.3739,"happy(0.37), neutral(0.26)",False,Low Happy probability (0.374 < 0.7)
happy_cand_00074.png,happy,happy,0.5829,0.5829,"happy(0.58), neutral(0.13)",False,Low Happy probability (0.583 < 0.7)
happy_cand_00075.png,happy,neutral,0.1919,0.5419,"neutral(0.54), happy(0.19)",False,Teacher predicted 'neutral' (0.542)
happy_cand_00076.png,happy,happy,0.8308,0.8308,"happy(0.83), disgust(0.07)",True,Accepted
happy_cand_00077.png,happy,happy,0.7848,0.7848,"happy(0.78), disgust(0.08)",True,Accepted
happy_cand_00078.png,happy,neutral,0.1311,0.5529,"neutral(0.55), happy(0.13)",False,Teacher predicted 'neutral' (0.553)
happy_cand_00079.png,happy,neutral,0.0631,0.4039,"neutral(0.40), fear(0.15)",False,Teacher predicted 'neutral' (0.404)
happy_cand_00080.png,happy,happy,0.5885,0.5885,"happy(0.59), angry(0.19)",False,Low Happy probability (0.588 < 0.7)
happy_cand_00081.png,happy,happy,0.7761,0.7761,"happy(0.78), disgust(0.09)",True,Accepted
happy_cand_00082.png,happy,happy,0.7358,0.7358,"happy(0.74), neutral(0.12)",True,Accepted
happy_cand_00083.png,happy,happy,0.3657,0.3657,"happy(0.37), neutral(0.33)",False,Low Happy probability (0.366 < 0.7)
happy_cand_00084.png,happy,happy,0.7962,0.7962,"happy(0.80), disgust(0.07)",True,Accepted
happy_cand_00085.png,happy,neutral,0.1631,0.5461,"neutral(0.55), happy(0.16)",False,Teacher predicted 'neutral' (0.546)
happy_cand_00086.png,happy,happy,0.8352,0.8352,"happy(0.84), disgust(0.08)",True,Accepted
happy_cand_00087.png,happy,neutral,0.0659,0.7744,"neutral(0.77), happy(0.07)",False,Teacher predicted 'neutral' (0.774)
happy_cand_00088.png,happy,happy,0.3876,0.3876,"happy(0.39), neutral(0.24)",False,Low Happy probability (0.388 < 0.7)
happy_cand_00089.png,happy,happy,0.8478,0.8478,"happy(0.85), disgust(0.07)",True,Accepted
happy_cand_00090.png,happy,happy,0.7842,0.7842,"happy(0.78), disgust(0.09)",True,Accepted
happy_cand_00091.png,happy,happy,0.7302,0.7302,"happy(0.73), neutral(0.13)",True,Accepted
happy_cand_00092.png,happy,happy,0.6709,0.6709,"happy(0.67), neutral(0.13)",False,Low Happy probability (0.671 < 0.7)
happy_cand_00093.png,happy,sad,0.1122,0.3906,"sad(0.39), fear(0.19)",False,Teacher predicted 'sad' (0.391)
happy_cand_00094.png,happy,neutral,0.2411,0.4796,"neutral(0.48), happy(0.24)",False,Teacher predicted 'neutral' (0.480)
happy_cand_00095.png,happy,neutral,0.2354,0.2748,"neutral(0.27), happy(0.24)",False,Teacher predicted 'neutral' (0.275)
happy_cand_00096.png,happy,happy,0.6934,0.6934,"happy(0.69), surprise(0.11)",False,Low Happy probability (0.693 < 0.7)
happy_cand_00097.png,happy,neutral,0.1584,0.4913,"neutral(0.49), happy(0.16)",False,Teacher predicted 'neutral' (0.491)
happy_cand_00098.png,happy,happy,0.8289,0.8289,"happy(0.83), disgust(0.07)",True,Accepted
happy_cand_00099.png,happy,happy,0.6641,0.6641,"happy(0.66), neutral(0.12)",False,Low Happy probability (0.664 < 0.7)
happy_cand_00100.png,happy,happy,0.8078,0.8078,"happy(0.81), disgust(0.07)",True,Accepted
happy_cand_00101.png,happy,neutral,0.0428,0.6799,"neutral(0.68), sad(0.10)",False,Teacher predicted 'neutral' (0.680)
happy_cand_00102.png,happy,neutral,0.1347,0.4831,"neutral(0.48), angry(0.17)",False,Teacher predicted 'neutral' (0.483)
happy_cand_00103.png,happy,neutral,0.2426,0.455,"neutral(0.45), happy(0.24)",False,Teacher predicted 'neutral' (0.455)
happy_cand_00104.png,happy,happy,0.7654,0.7654,"happy(0.77), neutral(0.10)",True,Accepted
happy_cand_00105.png,happy,happy,0.8681,0.8681,"happy(0.87), disgust(0.07)",True,Accepted
happy_cand_00106.png,happy,happy,0.5972,0.5972,"happy(0.60), neutral(0.28)",False,Low Happy probability (0.597 < 0.7)
happy_cand_00107.png,happy,happy,0.8161,0.8161,"happy(0.82), disgust(0.07)",True,Accepted
happy_cand_00108.png,happy,happy,0.6531,0.6531,"happy(0.65), surprise(0.12)",False,Low Happy probability (0.653 < 0.7)
happy_cand_00109.png,happy,neutral,0.1125,0.7184,"neutral(0.72), happy(0.11)",False,Teacher predicted 'neutral' (0.718)
happy_cand_00110.png,happy,happy,0.8033,0.8033,"happy(0.80), disgust(0.07)",True,Accepted
happy_cand_00111.png,happy,neutral,0.1268,0.5828,"neutral(0.58), happy(0.13)",False,Teacher predicted 'neutral' (0.583)
happy_cand_00112.png,happy,neutral,0.0591,0.6351,"neutral(0.64), sad(0.09)",False,Teacher predicted 'neutral' (0.635)
happy_cand_00113.png,happy,neutral,0.3353,0.4882,"neutral(0.49), happy(0.34)",False,Teacher predicted 'neutral' (0.488)
happy_cand_00114.png,happy,neutral,0.2188,0.6285,"neutral(0.63), happy(0.22)",False,Teacher predicted 'neutral' (0.628)
happy_cand_00115.png,happy,happy,0.6206,0.6206,"happy(0.62), neutral(0.15)",False,Low Happy probability (0.621 < 0.7)
happy_cand_00116.png,happy,neutral,0.3445,0.4653,"neutral(0.47), happy(0.34)",False,Teacher predicted 'neutral' (0.465)
happy_cand_00117.png,happy,happy,0.608,0.608,"happy(0.61), angry(0.12)",False,Low Happy probability (0.608 < 0.7)
happy_cand_00118.png,happy,happy,0.7258,0.7258,"happy(0.73), neutral(0.11)",True,Accepted
happy_cand_00119.png,happy,neutral,0.2412,0.4529,"neutral(0.45), happy(0.24)",False,Teacher predicted 'neutral' (0.453)
happy_cand_00120.png,happy,happy,0.7782,0.7782,"happy(0.78), angry(0.07)",True,Accepted
happy_cand_00121.png,happy,happy,0.6929,0.6929,"happy(0.69), disgust(0.11)",False,Low Happy probability (0.693 < 0.7)
happy_cand_00122.png,happy,neutral,0.1128,0.6567,"neutral(0.66), happy(0.11)",False,Teacher predicted 'neutral' (0.657)
happy_cand_00123.png,happy,happy,0.6694,0.6694,"happy(0.67), angry(0.12)",False,Low Happy probability (0.669 < 0.7)
happy_cand_00124.png,happy,neutral,0.0492,0.5774,"neutral(0.58), sad(0.15)",False,Teacher predicted 'neutral' (0.577)
happy_cand_00125.png,happy,neutral,0.1775,0.4726,"neutral(0.47), happy(0.18)",False,Teacher predicted 'neutral' (0.473)
happy_cand_00126.png,happy,happy,0.6132,0.6132,"happy(0.61), angry(0.16)",False,Low Happy probability (0.613 < 0.7)
happy_cand_00127.png,happy,happy,0.4895,0.4895,"happy(0.49), neutral(0.25)",False,Low Happy probability (0.489 < 0.7)
happy_cand_00128.png,happy,neutral,0.2234,0.3772,"neutral(0.38), angry(0.24)",False,Teacher predicted 'neutral' (0.377)
happy_cand_00129.png,happy,happy,0.7334,0.7334,"happy(0.73), neutral(0.09)",True,Accepted
happy_cand_00130.png,happy,neutral,0.2392,0.3387,"neutral(0.34), happy(0.24)",False,Teacher predicted 'neutral' (0.339)
happy_cand_00131.png,happy,happy,0.4826,0.4826,"happy(0.48), angry(0.18)",False,Low Happy probability (0.483 < 0.7)
happy_cand_00132.png,happy,happy,0.6154,0.6154,"happy(0.62), neutral(0.23)",False,Low Happy probability (0.615 < 0.7)
happy_cand_00133.png,happy,happy,0.7202,0.7202,"happy(0.72), disgust(0.09)",True,Accepted
happy_cand_00134.png,happy,happy,0.6412,0.6412,"happy(0.64), neutral(0.23)",False,Low Happy probability (0.641 < 0.7)
happy_cand_00135.png,happy,happy,0.8223,0.8223,"happy(0.82), disgust(0.08)",True,Accepted
happy_cand_00136.png,happy,happy,0.3843,0.3843,"happy(0.38), neutral(0.30)",False,Low Happy probability (0.384 < 0.7)
happy_cand_00137.png,happy,happy,0.6446,0.6446,"happy(0.64), surprise(0.18)",False,Low Happy probability (0.645 < 0.7)
happy_cand_00138.png,happy,neutral,0.1518,0.4912,"neutral(0.49), happy(0.15)",False,Teacher predicted 'neutral' (0.491)
happy_cand_00139.png,happy,happy,0.7596,0.7596,"happy(0.76), neutral(0.08)",True,Accepted
happy_cand_00140.png,happy,happy,0.7717,0.7717,"happy(0.77), disgust(0.08)",True,Accepted
happy_cand_00141.png,happy,happy,0.845,0.845,"happy(0.85), disgust(0.08)",True,Accepted
happy_cand_00142.png,happy,neutral,0.3546,0.3865,"neutral(0.39), happy(0.35)",False,Teacher predicted 'neutral' (0.386)
happy_cand_00143.png,happy,happy,0.5625,0.5625,"happy(0.56), disgust(0.12)",False,Low Happy probability (0.562 < 0.7)
happy_cand_00144.png,happy,angry,0.1184,0.3826,"angry(0.38), fear(0.16)",False,Teacher predicted 'angry' (0.383)
happy_cand_00145.png,happy,happy,0.403,0.403,"happy(0.40), neutral(0.38)",False,Low Happy probability (0.403 < 0.7)
happy_cand_00146.png,happy,happy,0.6368,0.6368,"happy(0.64), neutral(0.25)",False,Low Happy probability (0.637 < 0.7)
happy_cand_00147.png,happy,happy,0.8527,0.8527,"happy(0.85), disgust(0.07)",True,Accepted
happy_cand_00148.png,happy,happy,0.4337,0.4337,"happy(0.43), neutral(0.26)",False,Low Happy probability (0.434 < 0.7)
happy_cand_00149.png,happy,happy,0.7987,0.7987,"happy(0.80), neutral(0.09)",True,Accepted
happy_cand_00150.png,happy,neutral,0.0863,0.6658,"neutral(0.67), angry(0.10)",False,Teacher predicted 'neutral' (0.666)
happy_cand_00151.png,happy,happy,0.5766,0.5766,"happy(0.58), neutral(0.22)",False,Low Happy probability (0.577 < 0.7)
happy_cand_00152.png,happy,happy,0.5255,0.5255,"happy(0.53), disgust(0.13)",False,Low Happy probability (0.525 < 0.7)
happy_cand_00153.png,happy,happy,0.7849,0.7849,"happy(0.78), disgust(0.08)",True,Accepted
happy_cand_00154.png,happy,happy,0.7507,0.7507,"happy(0.75), disgust(0.09)",True,Accepted
happy_cand_00155.png,happy,happy,0.8093,0.8093,"happy(0.81), disgust(0.07)",True,Accepted
happy_cand_00156.png,happy,neutral,0.2516,0.4829,"neutral(0.48), happy(0.25)",False,Teacher predicted 'neutral' (0.483)
happy_cand_00157.png,happy,happy,0.7906,0.7906,"happy(0.79), disgust(0.08)",True,Accepted
happy_cand_00158.png,happy,happy,0.7326,0.7326,"happy(0.73), disgust(0.10)",True,Accepted
happy_cand_00159.png,happy,happy,0.621,0.621,"happy(0.62), neutral(0.15)",False,Low Happy probability (0.621 < 0.7)
happy_cand_00160.png,happy,happy,0.841,0.841,"happy(0.84), disgust(0.09)",True,Accepted
happy_cand_00161.png,happy,happy,0.8306,0.8306,"happy(0.83), disgust(0.09)",True,Accepted
happy_cand_00162.png,happy,happy,0.6634,0.6634,"happy(0.66), neutral(0.14)",False,Low Happy probability (0.663 < 0.7)
happy_cand_00163.png,happy,neutral,0.2483,0.386,"neutral(0.39), happy(0.25)",False,Teacher predicted 'neutral' (0.386)
happy_cand_00164.png,happy,happy,0.593,0.593,"happy(0.59), neutral(0.25)",False,Low Happy probability (0.593 < 0.7)
happy_cand_00165.png,happy,happy,0.7724,0.7724,"happy(0.77), disgust(0.08)",True,Accepted
happy_cand_00166.png,happy,happy,0.4287,0.4287,"happy(0.43), neutral(0.22)",False,Low Happy probability (0.429 < 0.7)
happy_cand_00167.png,happy,happy,0.5311,0.5311,"happy(0.53), neutral(0.30)",False,Low Happy probability (0.531 < 0.7)
happy_cand_00168.png,happy,neutral,0.0964,0.4539,"neutral(0.45), sad(0.24)",False,Teacher predicted 'neutral' (0.454)
happy_cand_00169.png,happy,sad,0.0651,0.3174,"sad(0.32), neutral(0.23)",False,Teacher predicted 'sad' (0.317)
happy_cand_00170.png,happy,happy,0.7185,0.7185,"happy(0.72), neutral(0.12)",True,Accepted
happy_cand_00171.png,happy,happy,0.6659,0.6659,"happy(0.67), neutral(0.17)",False,Low Happy probability (0.666 < 0.7)
happy_cand_00172.png,happy,happy,0.5359,0.5359,"happy(0.54), neutral(0.14)",False,Low Happy probability (0.536 < 0.7)
happy_cand_00173.png,happy,neutral,0.1547,0.6501,"neutral(0.65), happy(0.15)",False,Teacher predicted 'neutral' (0.650)
happy_cand_00174.png,happy,neutral,0.0277,0.3072,"neutral(0.31), sad(0.26)",False,Teacher predicted 'neutral' (0.307)
happy_cand_00175.png,happy,happy,0.601,0.601,"happy(0.60), neutral(0.18)",False,Low Happy probability (0.601 < 0.7)
happy_cand_00176.png,happy,angry,0.0963,0.6383,"angry(0.64), fear(0.14)",False,Teacher predicted 'angry' (0.638)
happy_cand_00177.png,happy,happy,0.4656,0.4656,"happy(0.47), neutral(0.32)",False,Low Happy probability (0.466 < 0.7)
happy_cand_00178.png,happy,happy,0.3472,0.3472,"happy(0.35), neutral(0.19)",False,Low Happy probability (0.347 < 0.7)
happy_cand_00179.png,happy,happy,0.6703,0.6703,"happy(0.67), neutral(0.09)",False,Low Happy probability (0.670 < 0.7)
happy_cand_00180.png,happy,happy,0.8792,0.8792,"happy(0.88), disgust(0.06)",True,Accepted
happy_cand_00181.png,happy,neutral,0.1958,0.5737,"neutral(0.57), happy(0.20)",False,Teacher predicted 'neutral' (0.574)
happy_cand_00182.png,happy,happy,0.4512,0.4512,"happy(0.45), neutral(0.22)",False,Low Happy probability (0.451 < 0.7)
happy_cand_00183.png,happy,happy,0.7894,0.7894,"happy(0.79), disgust(0.08)",True,Accepted
happy_cand_00184.png,happy,happy,0.8244,0.8244,"happy(0.82), disgust(0.07)",True,Accepted
happy_cand_00185.png,happy,happy,0.658,0.658,"happy(0.66), angry(0.11)",False,Low Happy probability (0.658 < 0.7)
happy_cand_00186.png,happy,happy,0.664,0.664,"happy(0.66), angry(0.10)",False,Low Happy probability (0.664 < 0.7)
happy_cand_00187.png,happy,neutral,0.0246,0.6948,"neutral(0.69), sad(0.11)",False,Teacher predicted 'neutral' (0.695)
happy_cand_00188.png,happy,happy,0.3454,0.3454,"happy(0.35), sad(0.24)",False,Low Happy probability (0.345 < 0.7)
happy_cand_00189.png,happy,neutral,0.089,0.631,"neutral(0.63), angry(0.11)",False,Teacher predicted 'neutral' (0.631)
happy_cand_00190.png,happy,happy,0.8307,0.8307,"happy(0.83), disgust(0.08)",True,Accepted
happy_cand_00191.png,happy,happy,0.6864,0.6864,"happy(0.69), disgust(0.11)",False,Low Happy probability (0.686 < 0.7)
happy_cand_00192.png,happy,happy,0.7765,0.7765,"happy(0.78), disgust(0.08)",True,Accepted
happy_cand_00193.png,happy,surprise,0.1254,0.6053,"surprise(0.61), happy(0.13)",False,Teacher predicted 'surprise' (0.605)
happy_cand_00194.png,happy,happy,0.7201,0.7201,"happy(0.72), angry(0.13)",True,Accepted
happy_cand_00195.png,happy,happy,0.6794,0.6794,"happy(0.68), neutral(0.19)",False,Low Happy probability (0.679 < 0.7)
happy_cand_00196.png,happy,neutral,0.1463,0.682,"neutral(0.68), happy(0.15)",False,Teacher predicted 'neutral' (0.682)
happy_cand_00197.png,happy,happy,0.6782,0.6782,"happy(0.68), surprise(0.14)",False,Low Happy probability (0.678 < 0.7)
happy_cand_00198.png,happy,happy,0.8265,0.8265,"happy(0.83), disgust(0.08)",True,Accepted
happy_cand_00199.png,happy,happy,0.512,0.512,"happy(0.51), neutral(0.20)",False,Low Happy probability (0.512 < 0.7)
happy_cand_00200.png,happy,neutral,0.0821,0.6329,"neutral(0.63), angry(0.14)",False,Teacher predicted 'neutral' (0.633)
happy_cand_00201.png,happy,happy,0.4702,0.4702,"happy(0.47), neutral(0.32)",False,Low Happy probability (0.470 < 0.7)
happy_cand_00202.png,happy,happy,0.8693,0.8693,"happy(0.87), disgust(0.06)",True,Accepted
happy_cand_00203.png,happy,happy,0.5919,0.5919,"happy(0.59), neutral(0.22)",False,Low Happy probability (0.592 < 0.7)
happy_cand_00204.png,happy,happy,0.8386,0.8386,"happy(0.84), disgust(0.07)",True,Accepted
happy_cand_00205.png,happy,neutral,0.1402,0.7096,"neutral(0.71), happy(0.14)",False,Teacher predicted 'neutral' (0.710)
happy_cand_00206.png,happy,happy,0.5124,0.5124,"happy(0.51), neutral(0.15)",False,Low Happy probability (0.512 < 0.7)
happy_cand_00207.png,happy,happy,0.6271,0.6271,"happy(0.63), neutral(0.17)",False,Low Happy probability (0.627 < 0.7)
happy_cand_00208.png,happy,happy,0.8587,0.8587,"happy(0.86), disgust(0.06)",True,Accepted
happy_cand_00209.png,happy,happy,0.5803,0.5803,"happy(0.58), neutral(0.29)",False,Low Happy probability (0.580 < 0.7)
happy_cand_00211.png,happy,happy,0.7824,0.7824,"happy(0.78), disgust(0.07)",True,Accepted
happy_cand_00212.png,happy,happy,0.7792,0.7792,"happy(0.78), disgust(0.07)",True,Accepted
happy_cand_00213.png,happy,happy,0.8126,0.8126,"happy(0.81), disgust(0.08)",True,Accepted
happy_cand_00214.png,happy,happy,0.5338,0.5338,"happy(0.53), neutral(0.35)",False,Low Happy probability (0.534 < 0.7)
happy_cand_00215.png,happy,neutral,0.3177,0.5173,"neutral(0.52), happy(0.32)",False,Teacher predicted 'neutral' (0.517)
happy_cand_00216.png,happy,neutral,0.2492,0.4794,"neutral(0.48), happy(0.25)",False,Teacher predicted 'neutral' (0.479)
happy_cand_00217.png,happy,neutral,0.1288,0.6209,"neutral(0.62), happy(0.13)",False,Teacher predicted 'neutral' (0.621)
happy_cand_00218.png,happy,happy,0.7172,0.7172,"happy(0.72), neutral(0.09)",True,Accepted
happy_cand_00219.png,happy,neutral,0.3678,0.5224,"neutral(0.52), happy(0.37)",False,Teacher predicted 'neutral' (0.522)
happy_cand_00220.png,happy,happy,0.7683,0.7683,"happy(0.77), neutral(0.10)",True,Accepted
happy_cand_00221.png,happy,happy,0.8207,0.8207,"happy(0.82), disgust(0.07)",True,Accepted
happy_cand_00222.png,happy,happy,0.6767,0.6767,"happy(0.68), neutral(0.14)",False,Low Happy probability (0.677 < 0.7)
happy_cand_00223.png,happy,neutral,0.4197,0.4364,"neutral(0.44), happy(0.42)",False,Teacher predicted 'neutral' (0.436)
happy_cand_00224.png,happy,neutral,0.0604,0.6219,"neutral(0.62), sad(0.15)",False,Teacher predicted 'neutral' (0.622)
happy_cand_00225.png,happy,neutral,0.0108,0.3844,"neutral(0.38), sad(0.36)",False,Teacher predicted 'neutral' (0.384)
happy_cand_00226.png,happy,happy,0.8117,0.8117,"happy(0.81), disgust(0.08)",True,Accepted
happy_cand_00227.png,happy,happy,0.7245,0.7245,"happy(0.72), neutral(0.10)",True,Accepted
happy_cand_00228.png,happy,neutral,0.2501,0.5848,"neutral(0.58), happy(0.25)",False,Teacher predicted 'neutral' (0.585)
happy_cand_00229.png,happy,neutral,0.1508,0.6439,"neutral(0.64), happy(0.15)",False,Teacher predicted 'neutral' (0.644)
happy_cand_00230.png,happy,happy,0.6503,0.6503,"happy(0.65), disgust(0.09)",False,Low Happy probability (0.650 < 0.7)
happy_cand_00231.png,happy,happy,0.7505,0.7505,"happy(0.75), disgust(0.09)",True,Accepted
happy_cand_00232.png,happy,angry,0.0295,0.4956,"angry(0.50), fear(0.19)",False,Teacher predicted 'angry' (0.496)
happy_cand_00233.png,happy,happy,0.765,0.765,"happy(0.77), disgust(0.10)",True,Accepted
happy_cand_00234.png,happy,happy,0.3911,0.3911,"happy(0.39), sad(0.26)",False,Low Happy probability (0.391 < 0.7)
happy_cand_00235.png,happy,neutral,0.1556,0.6312,"neutral(0.63), happy(0.16)",False,Teacher predicted 'neutral' (0.631)
